         2.0000000000E-02         0.0000000000E+00         1.0900364459E+00
         2.0000000000E-02         1.5707963268E-02         1.0897674873E+00
         2.0000000000E-02         3.1415926536E-02         1.0889609889E+00
         2.0000000000E-02         4.7123889804E-02         1.0876176251E+00
         2.0000000000E-02         6.2831853072E-02         1.0857387255E+00
         2.0000000000E-02         7.8539816340E-02         1.0833262305E+00
         2.0000000000E-02         9.4247779608E-02         1.0803827104E+00
         2.0000000000E-02         1.0995574288E-01         1.0769105990E+00
         2.0000000000E-02         1.2566370614E-01         1.0729137392E+00
         2.0000000000E-02         1.4137166941E-01         1.0683956939E+00
         2.0000000000E-02         1.5707963268E-01         1.0633613883E+00
         2.0000000000E-02         1.7278759595E-01         1.0578153651E+00
         2.0000000000E-02         1.8849555922E-01         1.0517633207E+00
         2.0000000000E-02         2.0420352248E-01         1.0452111477E+00
         2.0000000000E-02         2.1991148575E-01         1.0381654333E+00
         2.0000000000E-02         2.3561944902E-01         1.0306329691E+00
         2.0000000000E-02         2.5132741229E-01         1.0226213436E+00
         2.0000000000E-02         2.6703537556E-01         1.0141383376E+00
         2.0000000000E-02         2.8274333882E-01         1.0051921915E+00
         2.0000000000E-02         2.9845130209E-01         9.9579193278E-01
         2.0000000000E-02         3.1415926536E-01         9.8594702492E-01
         2.0000000000E-02         3.2986722863E-01         9.7566711615E-01
         2.0000000000E-02         3.4557519189E-01         9.6496194393E-01
         2.0000000000E-02         3.6128315516E-01         9.5384229317E-01
         2.0000000000E-02         3.7699111843E-01         9.4231931078E-01
         2.0000000000E-02         3.9269908170E-01         9.3040424009E-01
         2.0000000000E-02         4.0840704497E-01         9.1810876504E-01
         2.0000000000E-02         4.2411500823E-01         9.0544517438E-01
         2.0000000000E-02         4.3982297150E-01         8.9242581108E-01
         2.0000000000E-02         4.5553093477E-01         8.7906365320E-01
         2.0000000000E-02         4.7123889804E-01         8.6537185451E-01
         2.0000000000E-02         4.8694686131E-01         8.5136390953E-01
         2.0000000000E-02         5.0265482457E-01         8.3705338595E-01
         2.0000000000E-02         5.1836278784E-01         8.2245501341E-01
         2.0000000000E-02         5.3407075111E-01         8.0758271814E-01
         2.0000000000E-02         5.4977871438E-01         7.9245130495E-01
         2.0000000000E-02         5.6548667765E-01         7.7707561526E-01
         2.0000000000E-02         5.8119464091E-01         7.6147101986E-01
         2.0000000000E-02         5.9690260418E-01         7.4565270535E-01
         2.0000000000E-02         6.1261056745E-01         7.2963648703E-01
         2.0000000000E-02         6.2831853072E-01         7.1343802221E-01
         2.0000000000E-02         6.4402649399E-01         6.9707341515E-01
         2.0000000000E-02         6.5973445725E-01         6.8055862462E-01
         2.0000000000E-02         6.7544242052E-01         6.6391017726E-01
         2.0000000000E-02         6.9115038379E-01         6.4714437958E-01
         2.0000000000E-02         7.0685834706E-01         6.3027784533E-01
         2.0000000000E-02         7.2256631033E-01         6.1332710256E-01
         2.0000000000E-02         7.3827427359E-01         5.9630894937E-01
         2.0000000000E-02         7.5398223686E-01         5.7924023207E-01
         2.0000000000E-02         7.6969020013E-01         5.6213758802E-01
         2.0000000000E-02         7.8539816340E-01         5.4501819011E-01
         2.0000000000E-02         8.0110612667E-01         5.2789872528E-01
         2.0000000000E-02         8.1681408993E-01         5.1079627378E-01
         2.0000000000E-02         8.3252205320E-01         4.9372738773E-01
         2.0000000000E-02         8.4823001647E-01         4.7670930952E-01
         2.0000000000E-02         8.6393797974E-01         4.5975858955E-01
         2.0000000000E-02         8.7964594301E-01         4.4289196206E-01
         2.0000000000E-02         8.9535390627E-01         4.2612619633E-01
         2.0000000000E-02         9.1106186954E-01         4.0947770115E-01
         2.0000000000E-02         9.2676983281E-01         3.9296299702E-01
         2.0000000000E-02         9.4247779608E-01         3.7659834788E-01
         2.0000000000E-02         9.5818575934E-01         3.6039993907E-01
         2.0000000000E-02         9.7389372261E-01         3.4438362946E-01
         2.0000000000E-02         9.8960168588E-01         3.2856536472E-01
         2.0000000000E-02         1.0053096491E+00         3.1296078435E-01
         2.0000000000E-02         1.0210176124E+00         2.9758513189E-01
         2.0000000000E-02         1.0367255757E+00         2.8245367949E-01
         2.0000000000E-02         1.0524335390E+00         2.6758138548E-01
         2.0000000000E-02         1.0681415022E+00         2.5298286415E-01
         2.0000000000E-02         1.0838494655E+00         2.3867252368E-01
         2.0000000000E-02         1.0995574288E+00         2.2466453898E-01
         2.0000000000E-02         1.1152653920E+00         2.1097269255E-01
         2.0000000000E-02         1.1309733553E+00         1.9761052667E-01
         2.0000000000E-02         1.1466813186E+00         1.8459119369E-01
         2.0000000000E-02         1.1623892818E+00         1.7192755209E-01
         2.0000000000E-02         1.1780972451E+00         1.5963211579E-01
         2.0000000000E-02         1.1938052084E+00         1.4771702248E-01
         2.0000000000E-02         1.2095131716E+00         1.3619399321E-01
         2.0000000000E-02         1.2252211349E+00         1.2507445991E-01
         2.0000000000E-02         1.2409290982E+00         1.1436933224E-01
         2.0000000000E-02         1.2566370614E+00         1.0408919926E-01
         2.0000000000E-02         1.2723450247E+00         9.4244254429E-02
         2.0000000000E-02         1.2880529880E+00         8.4844104550E-02
         2.0000000000E-02         1.3037609512E+00         7.5898141041E-02
         2.0000000000E-02         1.3194689145E+00         6.7415111055E-02
         2.0000000000E-02         1.3351768778E+00         5.9403423794E-02
         2.0000000000E-02         1.3508848410E+00         5.1870982974E-02
         2.0000000000E-02         1.3665928043E+00         4.4825217629E-02
         2.0000000000E-02         1.3823007676E+00         3.8273092091E-02
         2.0000000000E-02         1.3980087308E+00         3.2221059724E-02
         2.0000000000E-02         1.4137166941E+00         2.6675089119E-02
         2.0000000000E-02         1.4294246574E+00         2.1640666071E-02
         2.0000000000E-02         1.4451326207E+00         1.7122750348E-02
         2.0000000000E-02         1.4608405839E+00         1.3125802837E-02
         2.0000000000E-02         1.4765485472E+00         9.6537713735E-03
         2.0000000000E-02         1.4922565105E+00         6.7100778415E-03
         2.0000000000E-02         1.5079644737E+00         4.2976312079E-03
         2.0000000000E-02         1.5236724370E+00         2.4188101231E-03
         2.0000000000E-02         1.5393804003E+00         1.0754689601E-03
         2.0000000000E-02         1.5550883635E+00         2.6893358273E-04
         2.0000000000E-02         1.5707963268E+00         2.8188979298E-32
         2.0000000000E-02         1.5865042901E+00         2.6893358273E-04
         2.0000000000E-02         1.6022122533E+00         1.0754689601E-03
         2.0000000000E-02         1.6179202166E+00         2.4188101231E-03
         2.0000000000E-02         1.6336281799E+00         4.2976312079E-03
         2.0000000000E-02         1.6493361431E+00         6.7100778415E-03
         2.0000000000E-02         1.6650441064E+00         9.6537713735E-03
         2.0000000000E-02         1.6807520697E+00         1.3125802837E-02
         2.0000000000E-02         1.6964600329E+00         1.7122750348E-02
         2.0000000000E-02         1.7121679962E+00         2.1640666071E-02
